0,0.6,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
0,0.13,0,0,0,0.25,0,0,1,0,0,0,0,0.13,0.2,0,0,0,0,0
0,0.26,0,0,0.95,0.35,0.5,0.25,0,0,0,0,0,0.86,0.5,0,0,0,0,0
0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.05,0,0,0.1,0,0.64,0,0.04,0.04,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.06,0,0.03,0.03,0,0,0.035621762,0,0,0,1
0,0,0,0,0,0,0.2,0,0,0.13,0.1,0.01,0.01,0,0.05,0.446891192,0.028846154,0,0,0.971153846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01619171,0.4,0,0,0.6
0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.031088083,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375647668,0.879310345,0,0,0.120689655
0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.064119171,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.014248705,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0.07,0.81,0.71,0.71,0,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01619171,0.6,0,0,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4780,86780,160,12010,2160,1980,1660,4300,30,50,328.5,73,440,10,308.8,0,0,0,0
0,107.72,0,0,20.15,4,2.47,4.09,9.95,7.79,8.5,6.22,6.22,52.12,4.56,1,0,0,0,0
