0,0.60460251,0,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0.050485075,0,0,0,0,0
0,0,0,0,0,0,0,0.13,0.25,0.148727273,0.29,0,0,0,0,0,0,0.940093284,0,0,0,0,0
0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.263179916,0,0,0.5,0,0.25,0.86,0.35,0.244727273,0.42,0,0,0,0,0,0,0.009421642,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.047826087,0,0.06,0,0,0.03,0.03,0,0.004600201,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025092,0,0,0,1
0,0,0,0,0.2,0,0,0,0,0.044,0,0.34,0.13,0.1,0.06,0.01,0.01,0,0.057711609,0.028846154,0,0,0.971153846
0,0,0,0,0,0,0,0,0,0,0.08,0.04,0.031111111,0.36,0.031111111,0.315555556,0.315555556,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.052173913,0,0.03,0,0.01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.038888889,0.45,0.038888889,0.394444444,0.394444444,0,0.028019404,0.25,0,0,0.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004182001,0.6,0,0,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024255604,0.363636364,0,0,0.636363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.009,0.009,0,0.004014721,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048511208,0.879310345,0,0,0.120689655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025510204,0.511627907,0,0,0.488372093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0.036,0,0.008280361,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.008,0,0,0.00184008,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.25,0.02,0.02,0,0.790565406,0.880583307,0.118285471,0,0.001131222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4780,440,85920,1980,10,1660,440,2160,550,20,30,30,50,70,328.5,73,5360,2391.2,0,0,0,0
0,107.7249372,0,0,2.47,10.59,4.09,52.12,4,7.780909091,7.26,4.85,7.79,8.5,4.15,6.22,6.22,11.48460821,1,0,0,0,0
