0,0.6,0,0,0,0,0.4,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.13,0,0,0,0.13,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.26,0,0,0.95,0.86,0.35,0.35,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.15,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.05,0,0,0,0,0,0.1,0,0.64,0.07,0,0.04,0.04,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.81,0,0,0.07,0.09,0.07,0.71,0.71,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.03,0.03,0,0,0.025803425,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272108844,0.879310345,0,0,0.120689655
0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.13,0.34,0.06,0.01,0.01,0,0,0.323715693,0.028846154,0,0,0.971153846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014074595,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.022519353,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136054422,0.363636364,0,0,0.636363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.143091719,0.511627907,0,0,0.488372093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.04,0,0,0.046446165,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.01,0,0,0.01032137,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.005864415,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4780,86780,160,12010,440,0,2160,1980,50,1660,10,30,30,70,328.5,73,2150,0,426.3,0,0,0,0
0,107.72,0,0,20.15,52.12,4,4,2.47,8.5,4.09,10.59,7.79,4.85,4.15,6.22,6.22,9.95,0,1,0,0,0,0
